,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
20,frozenset({'ASSORTED COLOUR MINI CASES'}),frozenset({'POSTAGE'}),0.05856832971800434,0.6507592190889371,0.05422993492407809,0.9259259259259259,1.4228395061728396,0.016116054413446206,4.71475054229935
21,frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.03036876355748373,0.06941431670281996,0.02386117136659436,0.7857142857142857,11.319196428571429,0.021753144395142126,4.342733188720174
22,frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'POSTAGE'}),0.06941431670281996,0.6507592190889371,0.049891540130151846,0.71875,1.1044791666666667,0.004719533599032565,1.2417449987948903
23,frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.03036876355748373,0.6507592190889371,0.02386117136659436,0.7857142857142857,1.2073809523809524,0.004098418509229679,1.6297903109182934
24,frozenset({'BLUE POLKADOT CUP'}),frozenset({'POSTAGE'}),0.028199566160520606,0.6507592190889371,0.028199566160520606,1.0,1.5366666666666666,0.0098484385072534,inf
25,frozenset({'BUNDLE OF 3 ALPHABET EXERCISE BOOKS'}),frozenset({'POSTAGE'}),0.03253796095444685,0.6507592190889371,0.02386117136659436,0.7333333333333334,1.126888888888889,0.0026867933051322006,1.3096529284164862
26,frozenset({'CAKE STAND WHITE TWO TIER LACE'}),frozenset({'POSTAGE'}),0.026030368763557483,0.6507592190889371,0.02386117136659436,0.9166666666666666,1.408611111111111,0.006921668917424632,4.190889370932753
27,frozenset({'CARD DOLLY GIRL '}),frozenset({'SPACEBOY BIRTHDAY CARD'}),0.026030368763557483,0.06073752711496746,0.02386117136659436,0.9166666666666666,15.092261904761905,0.022280151138005185,11.271149674620386
28,frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'POSTAGE'}),0.05856832971800434,0.6507592190889371,0.0455531453362256,0.7777777777777778,1.1951851851851851,0.0074392648255937124,1.5715835140997831
29,frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'POSTAGE'}),0.05639913232104121,0.6507592190889371,0.049891540130151846,0.8846153846153847,1.3593589743589745,0.013189284823617434,3.0267534345625475
30,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'POSTAGE'}),0.049891540130151846,0.6507592190889371,0.039045553145336226,0.7826086956521738,1.2026086956521738,0.006578173451094245,1.606507592190889
31,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.03470715835140998,0.9411764705882354,1.4462745098039218,0.010709529881752864,5.937093275488079
32,"frozenset({""CHILDREN'S APRON DOLLY GIRL ""})",frozenset({'POSTAGE'}),0.04338394793926247,0.6507592190889371,0.03253796095444685,0.75,1.1525,0.004305456872497306,1.3969631236442517
33,"frozenset({""CHILDREN'S CIRCUS PARADE MUG""})",frozenset({'POSTAGE'}),0.026030368763557483,0.6507592190889371,0.026030368763557483,1.0,1.5366666666666666,0.009090866314387755,inf
34,frozenset({'CHILDRENS APRON APPLES DESIGN'}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.03470715835140998,0.9411764705882354,1.4462745098039218,0.010709529881752864,5.937093275488079
35,frozenset({'CHILDRENS APRON SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.05639913232104121,0.6507592190889371,0.0455531453362256,0.8076923076923078,1.2411538461538463,0.008850890029691187,1.8160520607375283
36,frozenset({'CHILDRENS CUTLERY CIRCUS PARADE'}),frozenset({'CHILDRENS CUTLERY DOLLY GIRL '}),0.026030368763557483,0.06073752711496746,0.021691973969631236,0.8333333333333334,13.720238095238097,0.020110953741042062,5.635574837310196
37,frozenset({'CHILDRENS CUTLERY CIRCUS PARADE'}),frozenset({'CHILDRENS CUTLERY SPACEBOY '}),0.026030368763557483,0.05856832971800434,0.021691973969631236,0.8333333333333334,14.228395061728396,0.02016741874920596,5.648590021691976
38,frozenset({'CHILDRENS CUTLERY SPACEBOY '}),frozenset({'CHILDRENS CUTLERY DOLLY GIRL '}),0.05856832971800434,0.06073752711496746,0.05422993492407809,0.9259259259259259,15.244708994708995,0.050672639409752446,12.68004338394794
39,frozenset({'CHILDRENS CUTLERY DOLLY GIRL '}),frozenset({'CHILDRENS CUTLERY SPACEBOY '}),0.06073752711496746,0.05856832971800434,0.05422993492407809,0.8928571428571429,15.244708994708995,0.050672639409752446,8.786695589298631
40,frozenset({'CHILDRENS CUTLERY POLKADOT PINK'}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.03470715835140998,0.9411764705882354,1.4462745098039218,0.010709529881752864,5.937093275488079
41,frozenset({'CHILDRENS CUTLERY RETROSPOT RED '}),frozenset({'POSTAGE'}),0.021691973969631236,0.6507592190889371,0.021691973969631236,1.0,1.5366666666666666,0.007575721928656463,inf
42,frozenset({'CHILDRENS CUTLERY SPACEBOY '}),frozenset({'POSTAGE'}),0.05856832971800434,0.6507592190889371,0.04121475054229935,0.7037037037037037,1.081358024691358,0.003100870031667466,1.1786876355748375
43,frozenset({'CHILDS BREAKFAST SET CIRCUS PARADE'}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.03036876355748373,0.823529411764706,1.2654901960784315,0.006371135087826614,1.9790310918293574
44,frozenset({'CHILDS BREAKFAST SET SPACEBOY '}),frozenset({'CHILDS BREAKFAST SET DOLLY GIRL '}),0.0368763557483731,0.028199566160520606,0.026030368763557483,0.7058823529411765,25.0316742081448,0.02499047152987234,3.3041214750542305
45,frozenset({'CHILDS BREAKFAST SET DOLLY GIRL '}),frozenset({'CHILDS BREAKFAST SET SPACEBOY '}),0.028199566160520606,0.0368763557483731,0.026030368763557483,0.9230769230769231,25.0316742081448,0.02499047152987234,12.520607375271158
46,frozenset({'CHILDS BREAKFAST SET DOLLY GIRL '}),frozenset({'POSTAGE'}),0.028199566160520606,0.6507592190889371,0.021691973969631236,0.7692307692307693,1.182051282051282,0.00334084631636403,1.5133767172812729
47,frozenset({'CHILDS BREAKFAST SET SPACEBOY '}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.03036876355748373,0.823529411764706,1.2654901960784315,0.006371135087826614,1.9790310918293574
48,frozenset({'CIRCUS PARADE CHILDRENS EGG CUP '}),frozenset({'POSTAGE'}),0.04772234273318872,0.6507592190889371,0.04338394793926247,0.9090909090909091,1.396969696969697,0.01232819344911797,3.841648590021691
49,frozenset({'CIRCUS PARADE LUNCH BOX '}),frozenset({'POSTAGE'}),0.05856832971800434,0.6507592190889371,0.0455531453362256,0.7777777777777778,1.1951851851851851,0.0074392648255937124,1.5715835140997831
50,frozenset({'COFFEE MUG PEARS  DESIGN'}),frozenset({'COFFEE MUG APPLES DESIGN'}),0.039045553145336226,0.05856832971800434,0.028199566160520606,0.7222222222222222,12.331275720164609,0.02591273332988269,3.3891540130151845
51,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'POSTAGE'}),0.05856832971800434,0.6507592190889371,0.052060737527114966,0.8888888888888888,1.365925925925926,0.013946857016483079,3.143167028199565
52,frozenset({'COFFEE MUG CAT + BIRD DESIGN'}),frozenset({'POSTAGE'}),0.026030368763557483,0.6507592190889371,0.021691973969631236,0.8333333333333334,1.2805555555555557,0.004752471520461508,2.095444685466378
53,frozenset({'COFFEE MUG PEARS  DESIGN'}),frozenset({'POSTAGE'}),0.039045553145336226,0.6507592190889371,0.03253796095444685,0.8333333333333333,1.2805555555555554,0.007128707280692259,2.0954446854663766
54,frozenset({'DOLLY GIRL CHILDRENS CUP'}),frozenset({'DOLLY GIRL CHILDRENS BOWL'}),0.03470715835140998,0.039045553145336226,0.03253796095444685,0.9374999999999999,24.010416666666664,0.031182800758513273,15.375271149674594
55,frozenset({'DOLLY GIRL CHILDRENS BOWL'}),frozenset({'DOLLY GIRL CHILDRENS CUP'}),0.039045553145336226,0.03470715835140998,0.03253796095444685,0.8333333333333333,24.010416666666664,0.031182800758513273,5.791757049891538
56,frozenset({'DOLLY GIRL CHILDRENS BOWL'}),frozenset({'POSTAGE'}),0.039045553145336226,0.6507592190889371,0.03253796095444685,0.8333333333333333,1.2805555555555554,0.007128707280692259,2.0954446854663766
57,frozenset({'DOLLY GIRL CHILDRENS BOWL'}),frozenset({'SPACEBOY CHILDRENS BOWL'}),0.039045553145336226,0.04338394793926247,0.03470715835140998,0.888888888888889,20.48888888888889,0.033013208106493004,8.609544468546643
58,frozenset({'SPACEBOY CHILDRENS BOWL'}),frozenset({'DOLLY GIRL CHILDRENS BOWL'}),0.04338394793926247,0.039045553145336226,0.03470715835140998,0.8,20.48888888888889,0.033013208106493004,4.80477223427332
59,frozenset({'SPACEBOY CHILDRENS CUP'}),frozenset({'DOLLY GIRL CHILDRENS BOWL'}),0.028199566160520606,0.039045553145336226,0.02386117136659436,0.8461538461538461,21.67094017094017,0.022760103707398328,6.246203904555315
60,frozenset({'DOLLY GIRL CHILDRENS CUP'}),frozenset({'POSTAGE'}),0.03470715835140998,0.6507592190889371,0.028199566160520606,0.8124999999999999,1.2485416666666664,0.0056135628949609655,1.8626174981923345
61,frozenset({'DOLLY GIRL CHILDRENS CUP'}),frozenset({'SPACEBOY CHILDRENS BOWL'}),0.03470715835140998,0.04338394793926247,0.028199566160520606,0.8124999999999999,18.728125,0.026693832609483298,5.101952277657264
62,frozenset({'DOLLY GIRL CHILDRENS CUP'}),frozenset({'SPACEBOY CHILDRENS CUP'}),0.03470715835140998,0.028199566160520606,0.026030368763557483,0.75,26.596153846153847,0.02505164195538323,3.887201735357918
63,frozenset({'SPACEBOY CHILDRENS CUP'}),frozenset({'DOLLY GIRL CHILDRENS CUP'}),0.028199566160520606,0.03470715835140998,0.026030368763557483,0.9230769230769231,26.596153846153847,0.02505164195538323,12.548806941431678
64,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'POSTAGE'}),0.08459869848156182,0.6507592190889371,0.06290672451193059,0.7435897435897437,1.142649572649573,0.007853341552128974,1.3620390455531461
65,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.08459869848156182,0.10629067245119306,0.06073752711496746,0.717948717948718,6.754578754578755,0.05174547456486653,3.1686057976730426
66,frozenset({'DOLLY GIRL MINI BACKPACK'}),frozenset({'POSTAGE'}),0.03470715835140998,0.6507592190889371,0.03036876355748373,0.8749999999999999,1.3445833333333332,0.007782760291924089,2.7939262472885007
67,frozenset({'DOLLY GIRL MINI BACKPACK'}),frozenset({'SPACEBOY MINI BACKPACK'}),0.03470715835140998,0.03253796095444685,0.026030368763557483,0.75,23.05,0.0249010686002795,3.8698481561822127
68,frozenset({'SPACEBOY MINI BACKPACK'}),frozenset({'DOLLY GIRL MINI BACKPACK'}),0.03253796095444685,0.03470715835140998,0.026030368763557483,0.8,23.05,0.0249010686002795,4.8264642082429505
69,frozenset({'DOLLY GIRL MINI BACKPACK'}),frozenset({'WOODLAND MINI BACKPACK'}),0.03470715835140998,0.03470715835140998,0.03036876355748373,0.8749999999999999,25.210937499999996,0.029164176716653882,7.722342733188713
70,frozenset({'WOODLAND MINI BACKPACK'}),frozenset({'DOLLY GIRL MINI BACKPACK'}),0.03470715835140998,0.03470715835140998,0.03036876355748373,0.8749999999999999,25.210937499999996,0.029164176716653882,7.722342733188713
71,frozenset({'EASTER TIN BUNNY BOUQUET'}),frozenset({'POSTAGE'}),0.028199566160520606,0.6507592190889371,0.02386117136659436,0.8461538461538461,1.3002564102564103,0.0055100437133271535,2.270065075921909
72,frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'POSTAGE'}),0.039045553145336226,0.6507592190889371,0.03470715835140998,0.888888888888889,1.365925925925926,0.009297904677655386,3.143167028199568
73,frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'POSTAGE'}),0.026030368763557483,0.6507592190889371,0.02386117136659436,0.9166666666666666,1.408611111111111,0.006921668917424632,4.190889370932753
74,frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'POSTAGE'}),0.028199566160520606,0.6507592190889371,0.026030368763557483,0.9230769230769231,1.4184615384615387,0.007679241110290277,4.540130151843821
75,frozenset({'GINGERBREAD MAN COOKIE CUTTER'}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.0368763557483731,1.0,1.5366666666666666,0.012878727278715984,inf
76,frozenset({'GUMBALL COAT RACK'}),frozenset({'POSTAGE'}),0.049891540130151846,0.6507592190889371,0.04772234273318872,0.9565217391304347,1.469855072463768,0.015254963038946738,8.032537960954432
77,frozenset({'ICE CREAM BUBBLES'}),frozenset({'POSTAGE'}),0.0368763557483731,0.6507592190889371,0.0368763557483731,1.0,1.5366666666666666,0.012878727278715984,inf
78,frozenset({'ICE CREAM SUNDAE LIP GLOSS'}),frozenset({'POSTAGE'}),0.039045553145336226,0.6507592190889371,0.028199566160520606,0.7222222222222222,1.1098148148148148,0.0027903124867660126,1.2572668112798264
79,frozenset({'JAM MAKING SET PRINTED'}),frozenset({'POSTAGE'}),0.0455531453362256,0.6507592190889371,0.04338394793926247,0.9523809523809523,1.4634920634920634,0.013739818653215444,7.334056399132313
80,frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG APPLES'}),0.03036876355748373,0.05639913232104121,0.02386117136659436,0.7857142857142857,13.931318681318682,0.02214839945228942,4.403470715835141
81,frozenset({'JUMBO BAG APPLES'}),frozenset({'POSTAGE'}),0.05639913232104121,0.6507592190889371,0.049891540130151846,0.8846153846153847,1.3593589743589745,0.013189284823617434,3.0267534345625475
82,frozenset({'JUMBO BAG PEARS'}),frozenset({'POSTAGE'}),0.03036876355748373,0.6507592190889371,0.026030368763557483,0.8571428571428572,1.3171428571428572,0.006267615906192802,2.4446854663774413
83,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'POSTAGE'}),0.03253796095444685,0.6507592190889371,0.03036876355748373,0.9333333333333333,1.4342222222222223,0.00919438549602157,5.238611713665945
84,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.0824295010845987,0.6507592190889371,0.06941431670281996,0.8421052631578947,1.294035087719298,0.015772558947115815,2.211858279103398
85,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.05422993492407809,0.6507592190889371,0.04772234273318872,0.88,1.3522666666666667,0.012431712630751782,2.9103398409255243
86,frozenset({'JUMBO BAG VINTAGE DOILY '}),frozenset({'POSTAGE'}),0.04121475054229935,0.6507592190889371,0.039045553145336226,0.9473684210526315,1.4557894736842105,0.012224674267484154,6.635574837310189
87,frozenset({'JUMBO BAG VINTAGE LEAF'}),frozenset({'POSTAGE'}),0.03470715835140998,0.6507592190889371,0.03253796095444685,0.9374999999999999,1.4406249999999998,0.009951957688887212,5.587852494576997
88,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.0650759219088937,0.6507592190889371,0.0650759219088937,1.0,1.5366666666666666,0.022727165785969387,inf
89,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'POSTAGE'}),0.03036876355748373,0.6507592190889371,0.028199566160520606,0.9285714285714286,1.426904761904762,0.008436813303155925,4.889370932754883
90,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.028199566160520606,0.1301518438177874,0.021691973969631236,0.7692307692307693,5.910256410256411,0.018021748438977796,3.7693420101229216
91,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'POSTAGE'}),0.10629067245119306,0.6507592190889371,0.08893709327548807,0.8367346938775511,1.2857823129251702,0.019767458274711686,2.139099783080261
92,frozenset({'LUNCH BAG DOILEY PATTERN '}),frozenset({'POSTAGE'}),0.028199566160520606,0.6507592190889371,0.02386117136659436,0.8461538461538461,1.3002564102564103,0.0055100437133271535,2.270065075921909
93,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.1301518438177874,0.6507592190889371,0.10412147505422993,0.8,1.2293333333333334,0.019423962808381295,1.746203904555315
94,frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.04121475054229935,0.1019522776572668,0.03036876355748373,0.7368421052631577,7.227323628219484,0.02616682586662024,3.4125813449023843
95,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'POSTAGE'}),0.1019522776572668,0.6507592190889371,0.07809110629067245,0.7659574468085107,1.1770212765957448,0.011744721698091015,1.4922106093472696
96,frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'POSTAGE'}),0.04121475054229935,0.6507592190889371,0.03470715835140998,0.8421052631578947,1.294035087719298,0.007886279473557908,2.211858279103398
97,frozenset({'LUNCH BAG VINTAGE DOILY '}),frozenset({'POSTAGE'}),0.04338394793926247,0.6507592190889371,0.0368763557483731,0.85,1.3061666666666667,0.008643851666423553,2.328271872740419
98,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'POSTAGE'}),0.09978308026030369,0.6507592190889371,0.08676789587852494,0.8695652173913043,1.336231884057971,0.021833136490040983,2.677512653651482
99,frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'POSTAGE'}),0.05856832971800434,0.6507592190889371,0.0455531453362256,0.7777777777777778,1.1951851851851851,0.0074392648255937124,1.5715835140997831
100,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT '}),frozenset({'POSTAGE'}),0.12147505422993492,0.6507592190889371,0.09761388286334056,0.8035714285714286,1.2348214285714287,0.018562871433881842,1.7779530664563206
101,frozenset({'MINI JIGSAW CIRCUS PARADE '}),frozenset({'POSTAGE'}),0.02386117136659436,0.6507592190889371,0.021691973969631236,0.9090909090909091,1.396969696969697,0.006164096724558985,3.841648590021691
102,frozenset({'MINI JIGSAW SPACEBOY'}),frozenset({'POSTAGE'}),0.03253796095444685,0.6507592190889371,0.028199566160520606,0.8666666666666667,1.331777777777778,0.007025188099058447,2.6193058568329723
103,frozenset({'MINI LIGHTS WOODLAND MUSHROOMS'}),frozenset({'POSTAGE'}),0.04338394793926247,0.6507592190889371,0.0368763557483731,0.85,1.3061666666666667,0.008643851666423553,2.328271872740419
104,frozenset({'MINI LIGHTS WOODLAND MUSHROOMS'}),frozenset({'RABBIT NIGHT LIGHT'}),0.04338394793926247,0.16052060737527116,0.0368763557483731,0.85,5.29527027027027,0.029912338074825545,5.596529284164858
105,frozenset({'MINI PAINT SET VINTAGE '}),frozenset({'POSTAGE'}),0.08893709327548807,0.6507592190889371,0.06941431670281996,0.7804878048780488,1.199349593495935,0.011537683334823384,1.5909857797059535
106,frozenset({'PACK OF 20 NAPKINS RED APPLES'}),frozenset({'POSTAGE'}),0.04338394793926247,0.6507592190889371,0.04121475054229935,0.9500000000000001,1.4598333333333335,0.012982246460349806,6.984815618221267
107,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),frozenset({'PACK OF 6 SKULL PAPER CUPS'}),0.04121475054229935,0.05422993492407809,0.03470715835140998,0.8421052631578947,15.528421052631577,0.03247208511158897,5.98987707881417
108,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),frozenset({'PACK OF 6 SKULL PAPER PLATES'}),0.04121475054229935,0.04772234273318872,0.0368763557483731,0.894736842105263,18.748803827751196,0.03490949129733061,9.046637744034697
109,frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),0.04772234273318872,0.04121475054229935,0.0368763557483731,0.7727272727272727,18.748803827751193,0.03490949129733061,4.218655097613882
110,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),frozenset({'POSTAGE'}),0.04121475054229935,0.6507592190889371,0.039045553145336226,0.9473684210526315,1.4557894736842105,0.012224674267484154,6.635574837310189
111,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.04121475054229935,0.11279826464208242,0.03036876355748373,0.7368421052631577,6.53238866396761,0.025719811218656036,3.371366594360085
112,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.04121475054229935,0.11713665943600868,0.03253796095444685,0.7894736842105262,6.739766081871344,0.027710202756433478,4.193600867678956
113,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.04121475054229935,0.10845986984815618,0.03036876355748373,0.7368421052631577,6.793684210526314,0.025898617077841718,3.3878524945770048
114,frozenset({'PACK OF 6 SKULL PAPER CUPS'}),frozenset({'PACK OF 6 SKULL PAPER PLATES'}),0.05422993492407809,0.04772234273318872,0.04338394793926247,0.7999999999999999,16.763636363636362,0.0407959683984171,4.761388286334054
115,frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'PACK OF 6 SKULL PAPER CUPS'}),0.04772234273318872,0.05422993492407809,0.04338394793926247,0.9090909090909091,16.763636363636362,0.0407959683984171,10.403470715835137
116,frozenset({'PACK OF 6 SKULL PAPER CUPS'}),frozenset({'POSTAGE'}),0.05422993492407809,0.6507592190889371,0.052060737527114966,0.96,1.4752,0.016770107424678028,8.731019522776565
117,frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'POSTAGE'}),0.04772234273318872,0.6507592190889371,0.0455531453362256,0.9545454545454546,1.466818181818182,0.014497390846081096,7.683297180043391
118,frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.04772234273318872,0.11713665943600868,0.03470715835140998,0.7272727272727273,6.2087542087542085,0.02911712254318397,3.237165582067968
119,frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.04772234273318872,0.10845986984815618,0.03470715835140998,0.7272727272727273,6.705454545454545,0.029531199269719227,3.268980477223428
120,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'}),frozenset({'POSTAGE'}),0.03253796095444685,0.6507592190889371,0.03036876355748373,0.9333333333333333,1.4342222222222223,0.00919438549602157,5.238611713665945
121,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'POSTAGE'}),0.026030368763557483,0.6507592190889371,0.021691973969631236,0.8333333333333334,1.2805555555555557,0.004752471520461508,2.095444685466378
122,frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'POSTAGE'}),0.08676789587852494,0.6507592190889371,0.07158351409978309,0.8250000000000001,1.2677500000000002,0.015118505935883993,1.9956616052060745
123,frozenset({'PAPER BUNTING RETROSPOT'}),frozenset({'POSTAGE'}),0.06941431670281996,0.6507592190889371,0.06073752711496746,0.8749999999999999,1.3445833333333332,0.015565520583848177,2.7939262472885007
124,frozenset({'PARTY BUNTING'}),frozenset({'POSTAGE'}),0.04772234273318872,0.6507592190889371,0.04338394793926247,0.9090909090909091,1.396969696969697,0.01232819344911797,3.841648590021691
