,support,itemsets
213,0.02386117136659436,"frozenset({'MINI PAINT SET VINTAGE ', '4 TRADITIONAL SPINNING TOPS'})"
214,0.04772234273318872,"frozenset({'4 TRADITIONAL SPINNING TOPS', 'POSTAGE'})"
215,0.02386117136659436,"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE CHOCOLATE'})"
216,0.021691973969631236,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN'})"
217,0.028199566160520606,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE GREEN'})"
218,0.06290672451193059,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})"
219,0.06724511930585683,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})"
220,0.021691973969631236,"frozenset({'MINI PAINT SET VINTAGE ', 'ALARM CLOCK BAKELIKE GREEN'})"
221,0.028199566160520606,"frozenset({'PLASTERS IN TIN CIRCUS PARADE ', 'ALARM CLOCK BAKELIKE GREEN'})"
222,0.03253796095444685,"frozenset({'PLASTERS IN TIN SPACEBOY', 'ALARM CLOCK BAKELIKE GREEN'})"
223,0.02386117136659436,"frozenset({'PLASTERS IN TIN STRONGMAN', 'ALARM CLOCK BAKELIKE GREEN'})"
224,0.028199566160520606,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ALARM CLOCK BAKELIKE GREEN'})"
225,0.07158351409978309,"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE GREEN'})"
226,0.021691973969631236,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'RABBIT NIGHT LIGHT'})"
227,0.021691973969631236,"frozenset({'RED RETROSPOT MINI CASES', 'ALARM CLOCK BAKELIKE GREEN'})"
228,0.04121475054229935,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', 'ALARM CLOCK BAKELIKE GREEN'})"
229,0.02386117136659436,"frozenset({'SPACEBOY LUNCH BOX ', 'ALARM CLOCK BAKELIKE GREEN'})"
230,0.021691973969631236,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE RED '})"
231,0.026030368763557483,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE PINK'})"
232,0.03036876355748373,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE RED '})"
233,0.021691973969631236,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'PLASTERS IN TIN CIRCUS PARADE '})"
234,0.026030368763557483,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'PLASTERS IN TIN SPACEBOY'})"
235,0.02386117136659436,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ALARM CLOCK BAKELIKE ORANGE'})"
236,0.03253796095444685,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'POSTAGE'})"
237,0.06290672451193059,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})"
238,0.021691973969631236,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'ALARM CLOCK BAKELIKE PINK'})"
239,0.03036876355748373,"frozenset({'MINI PAINT SET VINTAGE ', 'ALARM CLOCK BAKELIKE PINK'})"
240,0.04121475054229935,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'PLASTERS IN TIN CIRCUS PARADE '})"
241,0.03253796095444685,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'PLASTERS IN TIN SPACEBOY'})"
242,0.021691973969631236,"frozenset({'PLASTERS IN TIN STRONGMAN', 'ALARM CLOCK BAKELIKE PINK'})"
243,0.028199566160520606,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ALARM CLOCK BAKELIKE PINK'})"
244,0.07592190889370933,"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE PINK'})"
245,0.021691973969631236,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'RABBIT NIGHT LIGHT'})"
246,0.04121475054229935,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', 'ALARM CLOCK BAKELIKE PINK'})"
247,0.021691973969631236,"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'ALARM CLOCK BAKELIKE PINK'})"
248,0.028199566160520606,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'SPACEBOY LUNCH BOX '})"
249,0.021691973969631236,"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'ALARM CLOCK BAKELIKE PINK'})"
250,0.02386117136659436,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'ALARM CLOCK BAKELIKE RED '})"
251,0.02386117136659436,"frozenset({'MINI PAINT SET VINTAGE ', 'ALARM CLOCK BAKELIKE RED '})"
252,0.03036876355748373,"frozenset({'PLASTERS IN TIN CIRCUS PARADE ', 'ALARM CLOCK BAKELIKE RED '})"
253,0.03036876355748373,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'PLASTERS IN TIN SPACEBOY'})"
254,0.02386117136659436,"frozenset({'PLASTERS IN TIN STRONGMAN', 'ALARM CLOCK BAKELIKE RED '})"
255,0.026030368763557483,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ALARM CLOCK BAKELIKE RED '})"
256,0.0737527114967462,"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE RED '})"
257,0.021691973969631236,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'RABBIT NIGHT LIGHT'})"
258,0.02386117136659436,"frozenset({'RED RETROSPOT MINI CASES', 'ALARM CLOCK BAKELIKE RED '})"
259,0.021691973969631236,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS ', 'ALARM CLOCK BAKELIKE RED '})"
260,0.04338394793926247,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', 'ALARM CLOCK BAKELIKE RED '})"
261,0.028199566160520606,"frozenset({'SPACEBOY LUNCH BOX ', 'ALARM CLOCK BAKELIKE RED '})"
262,0.021691973969631236,"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'ALARM CLOCK BAKELIKE RED '})"
263,0.05422993492407809,"frozenset({'POSTAGE', 'ASSORTED COLOUR MINI CASES'})"
264,0.039045553145336226,"frozenset({'RED RETROSPOT MINI CASES', 'ASSORTED COLOUR MINI CASES'})"
265,0.02386117136659436,"frozenset({'BAKING SET 9 PIECE RETROSPOT ', 'BAKING SET SPACEBOY DESIGN'})"
266,0.049891540130151846,"frozenset({'BAKING SET 9 PIECE RETROSPOT ', 'POSTAGE'})"
267,0.021691973969631236,"frozenset({'BAKING SET 9 PIECE RETROSPOT ', 'RETROSPOT TEA SET CERAMIC 11 PC '})"
268,0.02386117136659436,"frozenset({'BAKING SET SPACEBOY DESIGN', 'POSTAGE'})"
269,0.021691973969631236,"frozenset({'LUNCH BAG RED RETROSPOT', 'BLUE HARMONICA IN BOX '})"
270,0.028199566160520606,"frozenset({'POSTAGE', 'BLUE HARMONICA IN BOX '})"
271,0.021691973969631236,"frozenset({'BLUE HARMONICA IN BOX ', 'RED  HARMONICA IN BOX '})"
272,0.028199566160520606,"frozenset({'BLUE POLKADOT CUP', 'POSTAGE'})"
273,0.021691973969631236,"frozenset({'PLASTERS IN TIN CIRCUS PARADE ', 'BUNDLE OF 3 ALPHABET EXERCISE BOOKS'})"
274,0.02386117136659436,"frozenset({'POSTAGE', 'BUNDLE OF 3 ALPHABET EXERCISE BOOKS'})"
275,0.02386117136659436,"frozenset({'POSTAGE', 'CAKE STAND WHITE TWO TIER LACE'})"
276,0.02386117136659436,"frozenset({'CARD DOLLY GIRL ', 'SPACEBOY BIRTHDAY CARD'})"
277,0.021691973969631236,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'CHARLOTTE BAG APPLES DESIGN'})"
278,0.021691973969631236,"frozenset({'LUNCH BAG APPLE DESIGN', 'CHARLOTTE BAG APPLES DESIGN'})"
279,0.03036876355748373,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'PLASTERS IN TIN CIRCUS PARADE '})"
280,0.028199566160520606,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'CHARLOTTE BAG APPLES DESIGN'})"
281,0.0455531453362256,"frozenset({'POSTAGE', 'CHARLOTTE BAG APPLES DESIGN'})"
282,0.03253796095444685,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
283,0.021691973969631236,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})"
284,0.02386117136659436,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'PLASTERS IN TIN CIRCUS PARADE '})"
285,0.03253796095444685,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'PLASTERS IN TIN SPACEBOY'})"
286,0.03036876355748373,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'PLASTERS IN TIN WOODLAND ANIMALS'})"
287,0.049891540130151846,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'POSTAGE'})"
288,0.02386117136659436,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
289,0.02386117136659436,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'WOODLAND CHARLOTTE BAG'})"
290,0.039045553145336226,"frozenset({'POSTAGE', 'CHARLOTTE BAG PINK POLKADOT'})"
291,0.028199566160520606,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
292,0.021691973969631236,"frozenset({'RED RETROSPOT MINI CASES', 'CHARLOTTE BAG PINK POLKADOT'})"
293,0.03470715835140998,"frozenset({'POSTAGE', 'CHARLOTTE BAG SUKI DESIGN'})"
294,0.028199566160520606,"frozenset({""CHILDREN'S APRON DOLLY GIRL "", 'CHILDRENS APRON SPACEBOY DESIGN'})"
295,0.03253796095444685,"frozenset({""CHILDREN'S APRON DOLLY GIRL "", 'POSTAGE'})"
296,0.026030368763557483,"frozenset({'POSTAGE', ""CHILDREN'S CIRCUS PARADE MUG""})"
297,0.03470715835140998,"frozenset({'POSTAGE', 'CHILDRENS APRON APPLES DESIGN'})"
298,0.0455531453362256,"frozenset({'POSTAGE', 'CHILDRENS APRON SPACEBOY DESIGN'})"
299,0.02386117136659436,"frozenset({'RETROSPOT CHILDRENS APRON', 'CHILDRENS APRON SPACEBOY DESIGN'})"
300,0.021691973969631236,"frozenset({'CHILDRENS APRON SPACEBOY DESIGN', 'SPACEBOY LUNCH BOX '})"
301,0.021691973969631236,"frozenset({'CHILDRENS CUTLERY DOLLY GIRL ', 'CHILDRENS CUTLERY CIRCUS PARADE'})"
302,0.021691973969631236,"frozenset({'CHILDRENS CUTLERY SPACEBOY ', 'CHILDRENS CUTLERY CIRCUS PARADE'})"
303,0.021691973969631236,"frozenset({'CHILDRENS CUTLERY DOLLY GIRL ', 'CHILDRENS CUTLERY POLKADOT PINK'})"
